Center,Center_Code,Center_Name_x,Citizenship,Payment_Type,Is_Aggregate,Donor_Type,Transplant_Count,Payment_Category,Center_Name_y,City,Region,Urban
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,5,Medicare,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Public insurance - Medicare Unspecified,False,Deceased Donor,13,Medicare,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Public insurance - Medicare & Choice,False,Living Donor,16,Medicare,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,5,Medicare,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Public insurance - Medicare Unspecified,False,Living Donor,4,Medicare,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,All Primary Payers,False,Deceased Donor,241,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,All Primary Payers,False,Living Donor,253,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Public insurance - Other government,False,Deceased Donor,1,Other_Government,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Public insurance - Other government,False,Living Donor,1,Other_Government,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Private insurance,False,Deceased Donor,92,Private_Insurance,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Private insurance,False,Living Donor,119,Private_Insurance,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Self,False,Living Donor,1,Self_Pay_Uninsured,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Unknown,False,Deceased Donor,19,Unknown,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Unknown,False,Living Donor,31,Unknown,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Public insurance - CHIP (Children's Health Insurance Program),False,Deceased Donor,1,CHIP,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Public insurance - Medicaid,False,Deceased Donor,96,Medicaid,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Public insurance - Medicaid,False,Living Donor,35,Medicaid,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Public insurance - Medicare & Choice,False,Deceased Donor,4,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,47,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Public insurance - Medicare Unspecified,False,Deceased Donor,15,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Public insurance - Medicare & Choice,False,Living Donor,1,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,19,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Public insurance - Medicare Unspecified,False,Living Donor,4,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,All Primary Payers,False,Deceased Donor,301,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,US/State Govt Agency,False,Deceased Donor,1,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,All Primary Payers,False,Living Donor,239,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,US/State Govt Agency,False,Living Donor,1,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Foreign Government Specify,False,Living Donor,2,Other_Government,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Private insurance,False,Deceased Donor,126,Private_Insurance,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Private insurance,False,Living Donor,167,Private_Insurance,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Free Care,False,Deceased Donor,2,Self_Pay_Uninsured,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Self,False,Deceased Donor,1,Self_Pay_Uninsured,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Unknown,False,Deceased Donor,8,Unknown,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,All,Unknown,False,Living Donor,10,Unknown,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Non_Citizen_For_TX,All Primary Payers,False,Living Donor,2,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Non_Citizen_For_TX,Foreign Government Specify,False,Living Donor,2,Other_Government,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Non_Citizen_Resident,Public insurance - Medicaid,False,Deceased Donor,3,Medicaid,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Non_Citizen_Resident,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,1,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Non_Citizen_Resident,All Primary Payers,False,Deceased Donor,4,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Non_Citizen_Resident,All Primary Payers,False,Living Donor,1,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Non_Citizen_Resident,Unknown,False,Deceased Donor,1,Unknown,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Non_Resident_Alien,Public insurance - Medicaid,False,Living Donor,1,Medicaid,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Non_Resident_Alien,All Primary Payers,False,Deceased Donor,2,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Non_Resident_Alien,All Primary Payers,False,Living Donor,1,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Non_Resident_Alien,Free Care,False,Deceased Donor,2,Self_Pay_Uninsured,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Resident_Alien,Public insurance - Medicaid,False,Living Donor,1,Medicaid,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Resident_Alien,All Primary Payers,False,Living Donor,2,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,Resident_Alien,Private insurance,False,Living Donor,1,Private_Insurance,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Public insurance - CHIP (Children's Health Insurance Program),False,Deceased Donor,1,CHIP,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Public insurance - Medicaid,False,Deceased Donor,93,Medicaid,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Public insurance - Medicaid,False,Living Donor,33,Medicaid,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Public insurance - Medicare & Choice,False,Deceased Donor,4,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,47,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Public insurance - Medicare Unspecified,False,Deceased Donor,15,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Public insurance - Medicare & Choice,False,Living Donor,1,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,18,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Public insurance - Medicare Unspecified,False,Living Donor,4,Medicare,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,All Primary Payers,False,Deceased Donor,295,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,US/State Govt Agency,False,Deceased Donor,1,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,All Primary Payers,False,Living Donor,233,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,US/State Govt Agency,False,Living Donor,1,Other,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Private insurance,False,Deceased Donor,126,Private_Insurance,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Private insurance,False,Living Donor,166,Private_Insurance,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Self,False,Deceased Donor,1,Self_Pay_Uninsured,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Unknown,False,Deceased Donor,7,Unknown,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PACP-TX1 Children's Hospital of Philadelphia,PACP-TX1,Children's Hospital of Philadelphia,US_Citizen,Unknown,False,Living Donor,10,Unknown,Children's Hospital of Philadelphia,Philadelphia,Southeast,True
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Public insurance - Medicaid,False,Deceased Donor,72,Medicaid,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Public insurance - Medicaid,False,Living Donor,44,Medicaid,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Public insurance - Medicare & Choice,False,Deceased Donor,190,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,222,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Public insurance - Medicare Unspecified,False,Deceased Donor,199,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Public insurance - Medicare & Choice,False,Living Donor,82,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,49,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Public insurance - Medicare Unspecified,False,Living Donor,22,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,All Primary Payers,False,Deceased Donor,1209,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Donation,False,Deceased Donor,1,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,US/State Govt Agency,False,Deceased Donor,1,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,All Primary Payers,False,Living Donor,495,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,US/State Govt Agency,False,Living Donor,1,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Public insurance - Other government,False,Deceased Donor,18,Other_Government,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Public insurance - Other government,False,Living Donor,6,Other_Government,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Private insurance,False,Deceased Donor,299,Private_Insurance,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Private insurance,False,Living Donor,274,Private_Insurance,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Self,False,Deceased Donor,3,Self_Pay_Uninsured,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Free Care,False,Living Donor,1,Self_Pay_Uninsured,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Unknown,False,Deceased Donor,202,Unknown,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Unknown,False,Living Donor,16,Unknown,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,All,Public insurance - Department of VA,False,Deceased Donor,2,VA,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Non_Citizen_Resident,Public insurance - Medicaid,False,Deceased Donor,1,Medicaid,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Non_Citizen_Resident,Public insurance - Medicare & Choice,False,Deceased Donor,1,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Non_Citizen_Resident,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,6,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Non_Citizen_Resident,All Primary Payers,False,Deceased Donor,8,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Non_Citizen_Resident,All Primary Payers,False,Living Donor,1,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Non_Citizen_Resident,Private insurance,False,Living Donor,1,Private_Insurance,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Non_Resident_Alien,All Primary Payers,False,Deceased Donor,3,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Non_Resident_Alien,Donation,False,Deceased Donor,1,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Non_Resident_Alien,All Primary Payers,False,Living Donor,1,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Non_Resident_Alien,Private insurance,False,Deceased Donor,2,Private_Insurance,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Non_Resident_Alien,Free Care,False,Living Donor,1,Self_Pay_Uninsured,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Not_Reported,All Primary Payers,False,Deceased Donor,8,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Not_Reported,Unknown,False,Deceased Donor,8,Unknown,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Resident_Alien,Public insurance - Medicaid,False,Deceased Donor,2,Medicaid,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Resident_Alien,Public insurance - Medicaid,False,Living Donor,1,Medicaid,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Resident_Alien,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,1,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Resident_Alien,All Primary Payers,False,Deceased Donor,3,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Resident_Alien,All Primary Payers,False,Living Donor,2,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Resident_Alien,Private insurance,False,Living Donor,1,Private_Insurance,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Public insurance - Medicaid,False,Deceased Donor,69,Medicaid,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Public insurance - Medicaid,False,Living Donor,43,Medicaid,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Public insurance - Medicare & Choice,False,Deceased Donor,189,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,215,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Public insurance - Medicare Unspecified,False,Deceased Donor,199,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Public insurance - Medicare & Choice,False,Living Donor,82,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,49,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Public insurance - Medicare Unspecified,False,Living Donor,22,Medicare,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,All Primary Payers,False,Deceased Donor,1186,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,US/State Govt Agency,False,Deceased Donor,1,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,All Primary Payers,False,Living Donor,491,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,US/State Govt Agency,False,Living Donor,1,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Public insurance - Other government,False,Deceased Donor,18,Other_Government,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Public insurance - Other government,False,Living Donor,6,Other_Government,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Private insurance,False,Deceased Donor,297,Private_Insurance,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Private insurance,False,Living Donor,272,Private_Insurance,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Self,False,Deceased Donor,3,Self_Pay_Uninsured,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Unknown,False,Deceased Donor,193,Unknown,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Unknown,False,Living Donor,16,Unknown,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,US_Citizen,Public insurance - Department of VA,False,Deceased Donor,2,VA,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Unknown,All Primary Payers,False,Deceased Donor,1,Other,Geisinger Medical Center,Danville,Central,False
PAGM-TX1 Geisinger Medical Center,PAGM-TX1,Geisinger Medical Center,Unknown,Unknown,False,Deceased Donor,1,Unknown,Geisinger Medical Center,Danville,Central,False
PAHE-TX1 Penn State Milton S Hershey Medical Center,PAHE-TX1,Penn State Milton S Hershey Medical Center,All,Public insurance - CHIP (Children's Health Insurance Program),False,Deceased Donor,2,CHIP,Penn State Milton S Hershey Medical Center,Hershey,Central,False
PAHE-TX1 Penn State Milton S Hershey Medical Center,PAHE-TX1,Penn State Milton S Hershey Medical Center,All,Public insurance - Medicaid,False,Deceased Donor,79,Medicaid,Penn State Milton S Hershey Medical Center,Hershey,Central,False
PAHE-TX1 Penn State Milton S Hershey Medical Center,PAHE-TX1,Penn State Milton S Hershey Medical Center,All,Public insurance - Medicaid,False,Living Donor,42,Medicaid,Penn State Milton S Hershey Medical Center,Hershey,Central,False
PAHE-TX1 Penn State Milton S Hershey Medical Center,PAHE-TX1,Penn State Milton S Hershey Medical Center,All,Public insurance - Medicare & Choice,False,Deceased Donor,33,Medicare,Penn State Milton S Hershey Medical Center,Hershey,Central,False
PAHE-TX1 Penn State Milton S Hershey Medical Center,PAHE-TX1,Penn State Milton S Hershey Medical Center,All,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,202,Medicare,Penn State Milton S Hershey Medical Center,Hershey,Central,False
